measure1	measure2	rho	p	type1	type2	Padj
Faecalibacterium_prausnitzii	feces__DCA	-0.4407233757535165	0.010256581156409693	species_relab	metabolite	0.11918585084651082
Faecalibacterium_prausnitzii	feces__LCA	-0.6490288010716678	4.39191848387023e-5	species_relab	metabolite	0.006564626392655443
Faecalibacterium_prausnitzii	plasma__GLCA	-0.5545454545454546	0.007397760098153658	species_relab	metabolite	0.10216145874678502
Faecalibacterium_prausnitzii	plasma__Propionic.Acid	0.6181818181818182	0.002167374509161771	species_relab	metabolite	0.053181455816947165
Faecalibacterium_prausnitzii	plasma__UDCA	-0.7090909090909091	2.201313541199071e-4	species_relab	metabolite	0.015537604744963442
Faecalibacterium_prausnitzii	Mono.intermediate__Mitochondrial.dependence	-0.47032453792653983	0.027179893395034734	species_relab	SCENITH_measure	0.18991047419830412
Faecalibacterium_prausnitzii	feces_untarg_glucuronate	0.4742621825669183	0.014373051757730931	species_relab	feces_untarg_metabo	0.1371040695541576
Faecalibacterium_prausnitzii	feces_untarg_phenylalanylphenylalanine	-0.5096962491394774	0.007818119160785456	species_relab	feces_untarg_metabo	0.10511976737238568
Candidatus_Cibionibacter_quicibialis	feces__DCA	-0.7598794373744141	2.9139116988612703e-7	species_relab	metabolite	4.4425497760838925e-4
Candidatus_Cibionibacter_quicibialis	feces__LCA	-0.47387809778968526	0.005339665531610825	species_relab	metabolite	0.08323981666149145
Candidatus_Cibionibacter_quicibialis	plasma__Butyric.Acid	0.5909090909090909	0.0037814398368054697	species_relab	metabolite	0.07316222303545201
Candidatus_Cibionibacter_quicibialis	plasma__Indole.3.Acetic.acid	-0.6454545454545454	0.0011782917877984026	species_relab	metabolite	0.03851549907436263
Candidatus_Cibionibacter_quicibialis	Mono.classical__PS.ATP	0.5454545454545454	0.008650217616497435	species_relab	SCENITH_measure	0.11176374388230499
Candidatus_Cibionibacter_quicibialis	CD8.EMRA__PS.ATP	-0.5011402523360258	0.017506911993095807	species_relab	SCENITH_measure	0.1526947255416125
Candidatus_Cibionibacter_quicibialis	plasma_untarg_deoxycholate	-0.5852581480404345	0.0013422079522722634	species_relab	plasma_untarg_metabo	0.040990678564757015
Candidatus_Cibionibacter_quicibialis	plasma_untarg_glycerate	0.6790199081163859	9.856195577650452e-5	species_relab	plasma_untarg_metabo	0.009098339336695445
Candidatus_Cibionibacter_quicibialis	plasma_untarg_indolelactate	-0.5791730474732005	0.001548066733687942	species_relab	plasma_untarg_metabo	0.04355396659153103
Candidatus_Cibionibacter_quicibialis	plasma_untarg_1-methylguanidine	0.48606431852986215	0.01015341671735951	species_relab	plasma_untarg_metabo	0.11852908979545414
Candidatus_Cibionibacter_quicibialis	plasma_untarg_threonate	0.7721286370597243	2.387396182266783e-6	species_relab	plasma_untarg_metabo	0.0012132747398279791
Candidatus_Cibionibacter_quicibialis	plasma_untarg_glycolithocholate	-0.5017327332940013	0.0076657156056979744	species_relab	plasma_untarg_metabo	0.10342610630484188
