measure1	measure2	rho	p	type1	type2	Padj
plasma_untarg_2-hydroxyphenylacetate	Faecalibacterium_prausnitzii.t__SGB15316	0.531054979620261	0.0021133008572388826	plasma_untarg_metabo	species_relab	0.01122459625093068
plasma_untarg_2-hydroxyphenylacetate	Candidatus_Cibionibacter_quicibialis.t__SGB15286	0.12102240641693511	0.516645861435457	plasma_untarg_metabo	species_relab	0.6811859455966862
plasma_untarg_2-hydroxyphenylacetate	Faecalibacterium_SGB15346.t__SGB15346	0.3013294375989229	0.09949018607542845	plasma_untarg_metabo	species_relab	0.22238495613366713
plasma_untarg_2-hydroxyphenylacetate	Faecalibacterium_prausnitzii.t__SGB15318	0.07195926868033979	0.700469245506825	plasma_untarg_metabo	species_relab	0.8188706048481751
plasma_untarg_2-hydroxyphenylacetate	Blautia_wexlerae.t__SGB4837	0.33526477453340126	0.06522151250023539	plasma_untarg_metabo	species_relab	0.16281931404109395
plasma_untarg_2-hydroxyphenylacetate	Fusicatenibacter_saccharivorans.t__SGB4874	0.1071211840582331	0.5662585541977778	plasma_untarg_metabo	species_relab	0.7199640240773167
plasma_untarg_2-hydroxyphenylacetate	Anaerostipes_hadrus.t__SGB4540	0.3052750626984542	0.0949221081332933	plasma_untarg_metabo	species_relab	0.21491074327585608
plasma_untarg_2-hydroxyphenylacetate	Faecalibacterium_prausnitzii.t__SGB15342	0.1921639561349983	0.30036649555917794	plasma_untarg_metabo	species_relab	0.48025910290082074
plasma_untarg_2-hydroxyphenylacetate	Faecalibacterium_prausnitzii.t__SGB15332	0.04854340651026651	0.7953851669293429	plasma_untarg_metabo	species_relab	0.8801079326133908
plasma_untarg_2-hydroxyphenylacetate	Clostridiales_bacterium_KLE1615.t__SGB5090	0.2504150177632463	0.17423527599687377	plasma_untarg_metabo	species_relab	0.3321752957214064
plasma_untarg_2-hydroxyphenylacetate	Agathobaculum_butyriciproducens.t__SGB14993	0.03960654506067769	0.832465463639458	plasma_untarg_metabo	species_relab	0.9027989205695134
plasma_untarg_2-hydroxyphenylacetate	Alistipes_putredinis.t__SGB2318	0.25958254895816835	0.1584778750605296	plasma_untarg_metabo	species_relab	0.3105973162309932
plasma_untarg_2-hydroxyphenylacetate	Faecalibacterium_prausnitzii.t__SGB15317	-0.016101134813880473	0.9314912703199449	plasma_untarg_metabo	species_relab	0.9625049723748041
plasma_untarg_2-hydroxyphenylacetate	Clostridium_sp_AM49_4BH.t__SGB4652	0.24910055015856677	0.17658228942131754	plasma_untarg_metabo	species_relab	0.3351841363289179
plasma_untarg_2-hydroxyphenylacetate	Ruminococcus_bicirculans.t__SGB4262	0.07796338962510546	0.6767668654817159	plasma_untarg_metabo	species_relab	0.8018290367595166
