# Pathway	CRSAFR-001-7-983_Abundance-RELAB
UNMAPPED	0.204114
UNINTEGRATED	0.73435
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0985133
UNINTEGRATED|unclassified	0.0676303
UNINTEGRATED|g__Blautia.s__Blautia_obeum	0.0493101
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	0.0463144
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	0.0408999
UNINTEGRATED|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0.0395773
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	0.0318513
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0266208
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	0.0253571
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	0.0233411
UNINTEGRATED|g__Blautia.s__Blautia_wexlerae	0.0224975
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0.0186608
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	0.0154268
UNINTEGRATED|g__Gemmiger.s__Gemmiger_formicilis	0.0152591
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	0.0131639
UNINTEGRATED|g__Blautia.s__Blautia_sp	0.0120188
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	0.0102526
UNINTEGRATED|g__Eubacterium.s__Eubacterium_sp_CAG_251	0.00861293
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	0.00806486
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_longum	0.00780506
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	0.00759836
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_CAG_221	0.00749556
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0.00748604
UNINTEGRATED|g__Clostridiales_unclassified.s__Clostridiales_bacterium_KLE1615	0.00587092
UNINTEGRATED|g__Intestinibacter.s__Intestinibacter_bartlettii	0.00568911
UNINTEGRATED|g__Subdoligranulum.s__Subdoligranulum_sp_APC924_74	0.00526762
UNINTEGRATED|g__Senegalimassilia.s__Senegalimassilia_anaerobia	0.00524912
UNINTEGRATED|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0.00515298
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_56	0.00459424
